customer_id,gender,age,partner,number_of_dependents,married,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
0447-RXSGD,M,39,No,0,No,No,Yes,No,No,Yes,Yes,Yes,Optic
0454-OKRCT,m,32,No,0,No,No,Yes,No,Yes,No,No,No,Fiber Optic
0455-ENTCR,Male,58,Yes,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL
0455-XFASS,female,61,Yes,2,Yes,No,No,No,No,No,No,No,Optic
0458-HEUZG,female,58,No,0,No,No,No,Yes,Yes,No,No,No,Cable
0459-SPZHJ,male,19,Yes,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL
0461-CVKMU,female,45,Yes,0,Yes,No,Yes,Yes,Yes,No,No,No,Optic
0463-TXOAK,Male,26,No,1,No,No,No,No,No,No,No,No,None
0463-WZZKO,Male,23,No,0,NA,No,No,No,No,No,No,No,None
0463-ZSDNT,Male,23,No,0,NA,No,No,No,No,No,Yes,Yes,DSL
0464-WJTKO,F,39,Yes,2,Yes,No,No,No,No,No,No,No,None
0468-YRPXN,Male,62,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
0471-ARVMX,F,70,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Optic
0471-LVHGK,male,34,Yes,0,NA,No,No,Yes,No,Yes,Yes,Yes,DSL 
0475-RIJEP,M,47,No,0,NA,No,Yes,No,No,No,No,No,Fiber Optic
0479-HMSWA,f,63,No,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
0480-BIXDE,f,58,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Optic
0480-KYJVA,female,42,Yes,3,NA,No,No,No,No,No,No,No,None
0481-SUMCB,Female,74,No,0,No,No,No,Yes,No,Yes,Yes,No,Optic
0484-FFVBJ,Male,43,No,0,NA,No,No,No,No,Yes,Yes,Yes,DSL 
0484-JPBRU,male,23,No,0,NA,No,No,No,No,No,No,No,None
0485-ZBSLN,M,52,Yes,2,Yes,No,No,No,No,No,No,No,None
0486-HECZI,m,37,Yes,1,Yes,Yes,Yes,No,No,Yes,No,No,Fiber
0486-LGCCH,Male,48,Yes,2,Yes,No,No,No,No,No,No,No,None
0487-CRLZF,F,58,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,DSL
0487-RPVUM,M,49,Yes,0,NA,Yes,No,Yes,Yes,Yes,No,No,Optic
0487-VVUVK,male,49,Yes,2,Yes,No,No,No,No,No,No,No,None
0488-GSLFR,Female,41,No,0,No,No,No,No,No,No,No,No,Fiber Optic
0489-WMEMG,f,61,No,3,No,No,No,No,Yes,No,No,No,cable
0491-KAPQG,Male,28,No,0,No,No,No,No,No,No,No,Yes,Fiber
0495-RVCBF,female,39,No,0,NA,No,No,No,No,No,Yes,Yes,Optic
0495-ZBNGW,m,78,Yes,0,Yes,No,No,Yes,No,No,No,No,Fiber
0496-AHOOK,M,61,Yes,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,cable
0504-HHAPI,female,72,No,0,No,No,No,Yes,No,No,Yes,No,Optic
0505-SPOOW,F,41,Yes,0,Yes,No,No,No,No,No,No,No,None
0506-LVNGN,Female,78,No,0,No,No,No,Yes,No,No,No,No,Fiber
0506-YLVKJ,M,54,Yes,1,NA,No,No,No,No,No,No,No,None
0508-OOLTO,F,33,Yes,1,NA,No,No,No,No,No,No,No,Fiber Optic
0508-SQWPL,Female,32,Yes,3,NA,No,No,No,No,No,No,No,None
0511-JTEOY,Female,41,No,0,No,No,No,No,No,No,No,No,Fiber
0512-FLFDW,F,74,Yes,0,NA,No,No,Yes,No,Yes,Yes,No,Optic
0513-RBGPE,Male,57,Yes,0,Yes,Yes,No,Yes,Yes,No,No,No,DSL
0515-YPMCW,m,42,No,0,NA,No,No,No,No,No,No,No,Fiber Optic
0516-OOHAR,Male,39,Yes,2,NA,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
0516-QREYC,f,78,No,0,NA,No,No,No,No,No,No,No,None
0516-UXRMT,female,27,No,0,No,Yes,Yes,Yes,No,No,No,No,Optic
0516-VRYBW,F,39,No,0,No,No,No,No,No,No,No,No,None
0516-WJVXC,Female,21,No,0,No,Yes,No,No,Yes,No,No,No,DSL
0519-DRGTI,female,58,Yes,3,Yes,No,No,No,No,No,No,No,None
0519-XUZJU,female,56,No,0,No,No,No,No,No,No,No,No,Optic
0520-FDVVT,M,26,NA,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
0523-VNGTF,F,78,No,0,No,No,Yes,Yes,Yes,Yes,No,No,DSL
0524-IAVZO,Female,25,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
0526-SXDJP,m,36,Yes,0,Yes,Yes,Yes,Yes,No,No,No,No,cable
0529-ONKER,m,70,No,0,No,No,No,No,No,No,No,No,Fiber
0530-IJVDB,M,36,No,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
0531-XBKMM,m,37,No,2,NA,Yes,Yes,No,Yes,No,No,No,DSL 
0531-ZZJWQ,m,68,Yes,0,Yes,No,No,No,No,No,No,No,Fiber
0533-BNWKF,F,66,Yes,0,Yes,No,Yes,Yes,No,No,No,No,Fiber
0533-UCAAU,m,72,Yes,0,Yes,No,Yes,Yes,No,Yes,No,No,DSL 
0536-ACXIP,Female,34,Yes,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
0536-BGFMZ,Female,27,Yes,0,NA,No,No,No,No,No,No,No,None
0536-ESJEP,m,48,Yes,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL
0537-QYZZN,m,66,Yes,2,Yes,Yes,No,No,No,No,No,No,Fiber Optic
0541-FITGH,female,59,Yes,0,Yes,Yes,No,No,No,No,Yes,Yes,cable
0547-HURJB,m,19,No,2,NA,No,No,No,No,No,No,No,None
0549-CYCQN,Male,69,No,0,No,No,Yes,No,No,No,No,No,Optic
0550-DCXLH,Male,64,No,0,No,No,Yes,No,Yes,Yes,Yes,Yes,DSL
0556-FJEGU,male,26,No,0,NA,No,Yes,Yes,Yes,Yes,No,No,DSL 
0557-ASKVU,female,43,Yes,0,Yes,No,No,Yes,Yes,No,No,No,Cable
0559-CKHUS,F,44,Yes,0,NA,No,No,No,No,No,No,No,None
0562-FGDCR,f,61,Yes,3,NA,Yes,Yes,No,Yes,Yes,No,No,DSL
0562-HKHML,M,39,Yes,1,Yes,No,No,No,No,No,No,No,None
0562-KBDVM,F,62,No,0,No,Yes,Yes,Yes,Yes,No,No,No,DSL 
0564-JJHGS,Male,45,No,0,No,No,No,No,No,Yes,Yes,Yes,Fiber Optic
0564-MUUQK,f,28,Yes,2,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic
0565-IYCGT,m,51,No,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL 
0565-JUPYD,Male,26,No,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic
0567-GGCAC,Female,38,No,0,NA,Yes,Yes,Yes,No,No,No,No,DSL 
0567-XRHCU,female,19,Yes,1,NA,Yes,No,Yes,No,No,Yes,Yes,DSL 
0568-ONFPC,M,34,Yes,1,Yes,No,No,No,No,No,No,No,None
0570-BFQHT,female,38,No,0,No,No,Yes,Yes,No,No,No,No,Fiber
0572-ZJKLT,f,32,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber
0575-CUQOV,m,76,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic
0576-WNXXC,M,70,Yes,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic
0577-WHMEV,F,19,Yes,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Optic
0578-SKVMF,f,23,Yes,0,Yes,No,Yes,No,No,No,Yes,Yes,cable
0580-PIQHM,f,21,NA,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Optic
0581-BXBUB,female,76,No,0,No,No,Yes,No,No,No,No,No,Optic
0581-MDMPW,F,63,No,0,No,No,No,Yes,No,Yes,No,No,Fiber Optic
0582-AVCLN,female,43,No,0,No,No,No,No,No,No,No,No,None
0584-BJQGZ,F,19,No,0,NA,Yes,Yes,Yes,Yes,Yes,No,No,cable
0585-EGDDA,Male,41,Yes,0,NA,No,Yes,Yes,No,No,No,No,Fiber
0587-DMGBH,female,48,No,0,No,Yes,No,No,No,No,No,No,Cable
0594-UFTUL,M,35,Yes,3,NA,No,No,No,No,No,No,No,None
0595-ITUDF,Male,21,Yes,1,Yes,Yes,Yes,Yes,No,No,No,No,Fiber
0596-BQCEQ,female,32,Yes,0,NA,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
0599-XNYDO,female,51,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
0601-WZHJF,M,53,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,DSL
0602-DDUML,f,21,No,0,NA,No,Yes,Yes,Yes,Yes,No,Yes,Cable
0603-OLQDC,m,41,No,1,NA,Yes,No,No,No,Yes,Yes,Yes,Cable
0603-TPMIB,Female,40,Yes,2,NA,No,No,No,No,No,No,No,None
0604-THJFP,f,40,Yes,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL
0607-DAAHE,male,62,No,0,No,No,No,No,No,No,No,No,None
0607-MVMGC,m,33,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL 
0608-JDVEC,male,55,Yes,0,Yes,No,No,No,No,No,No,No,None
0611-DFXKO,male,35,Yes,0,NA,No,No,No,No,Yes,Yes,Yes,Optic
0612-RTZZA,female,77,No,0,NA,No,No,No,No,No,No,No,DSL
0613-WUXUM,F,38,Yes,3,Yes,No,No,No,No,No,No,No,None
0616-ATFGB,Male,74,Yes,0,Yes,No,No,No,No,No,No,No,cable
0617-AQNWT,f,61,Yes,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL
0617-FHSGK,Male,62,No,0,No,No,No,No,No,No,No,No,Optic
0618-XWMSS,Male,60,No,0,NA,Yes,No,No,No,No,No,No,Fiber
0619-OLYUR,M,32,Yes,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber
0620-DLSLK,f,47,No,0,NA,No,No,No,No,Yes,No,No,Fiber
0620-XEFWH,M,41,Yes,1,NA,No,No,No,No,No,No,No,None
0621-CXBKL,female,62,No,0,No,No,No,No,No,No,No,No,None
0621-HJWXJ,f,54,Yes,0,NA,No,Yes,No,No,No,No,No,Optic
0621-JFHOL,F,41,No,0,No,No,No,No,Yes,No,No,No,Cable
0621-TSSMU,Male,29,Yes,0,NA,No,No,No,No,No,No,No,None
0621-TWIEM,Male,28,No,0,No,No,No,No,No,No,No,Yes,cable
0623-EJQEG,M,50,No,0,NA,Yes,No,No,Yes,No,Yes,Yes,Fiber
0623-GDISB,f,63,No,0,No,Yes,No,No,No,No,No,No,cable
0623-IIHUG,F,77,No,0,No,Yes,No,No,No,Yes,No,No,Cable
0625-AFOHS,f,40,Yes,1,Yes,No,No,No,No,No,No,No,None
0626-QXNGV,female,55,Yes,0,Yes,No,No,No,No,No,No,No,None
0628-CNQRM,Male,49,Yes,0,Yes,Yes,No,Yes,Yes,Yes,No,No,Cable
0634-SZPQA,female,64,No,0,NA,Yes,No,No,No,Yes,No,No,Optic
0635-WKOLD,M,33,Yes,0,Yes,No,Yes,No,Yes,Yes,No,No,DSL 
0637-KVDLV,Male,30,No,0,No,No,No,No,No,No,No,No,Optic
0637-UBJRP,male,40,Yes,0,Yes,Yes,No,No,No,No,Yes,Yes,Fiber
0637-YLETY,Female,39,No,0,No,No,Yes,Yes,No,No,Yes,Yes,Fiber
0639-TSIQW,female,28,No,0,No,Yes,Yes,Yes,No,Yes,No,No,Fiber
0640-YJTPY,male,19,Yes,1,NA,No,No,No,No,No,No,No,None
0641-EVBOJ,m,61,No,0,No,Yes,No,No,Yes,No,No,No,Fiber
0643-OKLRP,female,73,Yes,0,Yes,Yes,No,No,No,No,No,No,Fiber Optic
0644-OQMDK,male,69,No,0,No,No,No,No,No,No,No,No,Optic
0650-BWOZN,f,71,No,0,NA,No,Yes,No,No,No,No,No,Fiber
0654-HMSHN,m,45,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
0654-PQKDW,Female,58,Yes,2,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL 
0655-RBDUG,Male,32,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Optic
0655-YDGFJ,M,34,No,0,NA,No,No,Yes,No,No,No,No,DSL 
0657-DOGUM,F,35,Yes,0,Yes,Yes,No,No,Yes,No,No,No,DSL 
0661-KBKPA,M,43,Yes,3,NA,No,No,Yes,Yes,Yes,Yes,Yes,DSL
0661-KQHNK,Female,38,Yes,3,NA,No,No,No,No,No,No,No,None
0661-WCQNQ,Male,56,Yes,0,Yes,Yes,No,No,Yes,No,No,No,DSL
0661-XEYAN,female,76,No,0,No,No,No,No,No,No,No,No,DSL
0665-XHDJU,M,21,Yes,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
0666-UXTJO,male,80,Yes,0,NA,No,No,Yes,No,Yes,No,No,Optic
0667-NSRGI,female,45,Yes,0,NA,No,No,Yes,Yes,No,Yes,Yes,DSL 
0668-OGMHD,Female,20,Yes,0,Yes,Yes,No,No,No,No,No,No,DSL
0670-ANMUU,M,47,No,0,No,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic
0670-KDOMA,f,42,No,0,No,No,No,No,No,No,No,No,None
0673-IGUQO,male,26,No,0,No,No,No,No,No,No,No,No,None
0674-DGMAQ,Male,78,Yes,0,NA,No,Yes,Yes,No,No,Yes,No,Fiber
0674-EYYZV,female,41,No,0,No,No,No,No,No,Yes,No,No,DSL 
0674-GCDXG,m,20,No,0,No,Yes,No,Yes,Yes,No,Yes,Yes,DSL 
0675-NCDYU,f,61,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
0678-RLHVP,female,33,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
0679-IDSTG,Female,73,Yes,0,Yes,No,No,No,No,No,No,No,Fiber
0679-TDGAK,M,29,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,cable
0680-DFNNY,Male,62,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
0682-USIXD,f,40,Yes,0,NA,No,No,No,Yes,Yes,No,No,Optic
0684-AOSIH,M,42,Yes,0,NA,Yes,No,No,No,Yes,Yes,Yes,cable
0685-MLYYM,Female,74,No,0,No,No,No,No,No,No,No,No,Fiber
0687-ZVTHB,Male,24,Yes,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,cable
0689-DSXGL,female,61,Yes,1,Yes,No,Yes,Yes,Yes,No,No,No,Optic
0689-NKYLF,m,42,No,0,No,No,No,Yes,No,Yes,No,No,Optic
0690-SRQID,M,20,No,0,No,No,No,No,No,No,No,No,None
0691-IFBQW,F,65,No,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
0691-JVSYA,Female,24,Yes,0,NA,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
0691-NIKRI,Female,41,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Fiber
0696-UKTOX,male,64,No,1,No,No,Yes,No,Yes,No,No,No,cable
0697-ZMSWS,male,19,No,0,NA,No,No,No,No,No,Yes,Yes,Fiber
0699-NDKJM,F,45,Yes,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,cable
0701-RFGFI,female,56,Yes,6,NA,No,No,No,No,Yes,Yes,Yes,Optic
0701-TJSEF,M,45,No,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Cable
0702-PGIBZ,Male,28,No,0,No,No,Yes,No,No,Yes,Yes,Yes,Optic
0704-VCUMB,F,64,Yes,0,NA,No,No,No,No,No,No,No,None
0707-HOVVN,Female,79,No,0,No,No,Yes,Yes,Yes,Yes,No,No,Cable
0708-LGSMF,male,56,Yes,0,Yes,Yes,No,No,No,No,Yes,Yes,DSL 
0708-SJDIS,female,32,No,0,NA,No,No,No,Yes,Yes,No,No,Cable
0709-TVGUR,f,70,NA,0,No,No,No,No,No,No,No,No,Fiber
0716-BQNDX,male,77,No,0,No,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic
0719-SYFRB,F,52,No,0,No,Yes,No,Yes,Yes,No,No,No,DSL 
0722-SVSFK,f,45,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Fiber
0722-TROQR,female,68,No,0,No,No,No,No,No,No,No,No,Optic
0723-DRCLG,f,73,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
0723-FDLAY,male,54,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable
0723-VSOBE,f,67,No,0,No,No,No,No,No,No,Yes,No,Cable
0725-CXOTM,female,29,No,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
0727-BMPLR,female,66,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Fiber
0727-BNRLG,m,41,No,0,No,No,Yes,Yes,Yes,Yes,No,No,Fiber
0727-IWKVK,M,35,Yes,0,NA,No,Yes,Yes,No,No,No,No,Fiber Optic
0730-BGQGF,M,48,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
0730-KOAVE,M,53,No,0,NA,Yes,Yes,No,No,No,Yes,Yes,Optic
0731-EBJQB,female,24,Yes,0,Yes,No,No,No,No,No,No,No,None
0732-OCQOC,f,30,Yes,0,Yes,No,No,No,No,No,No,No,None
0733-VUNUW,male,43,No,0,No,Yes,No,No,No,No,No,No,DSL
0734-OXWBT,male,44,No,1,NA,No,No,No,Yes,Yes,Yes,Yes,cable
0739-UUAJR,F,61,Yes,1,NA,Yes,No,Yes,No,Yes,Yes,Yes,Cable
0742-LAFQK,M,52,Yes,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic
0742-MOABM,Male,50,Yes,0,Yes,No,No,No,Yes,No,No,No,cable
0742-NXBGR,female,64,No,0,No,No,Yes,Yes,No,No,No,No,Fiber Optic
0743-HNPFG,Female,50,Yes,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL 
0743-HRVFF,f,42,Yes,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL 
0744-BIKKF,m,39,No,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
0744-GKNGE,Female,31,Yes,2,Yes,Yes,No,No,Yes,No,No,No,Fiber
0746-JTRFU,Male,22,No,0,No,No,No,No,No,No,No,Yes,cable
0748-RDGGM,m,38,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
0749-IRGQE,female,68,Yes,0,NA,No,No,No,No,Yes,Yes,No,DSL
0750-EBAIU,Male,43,No,0,No,Yes,No,Yes,No,Yes,No,No,Optic
0750-EKNGL,Male,44,No,0,No,No,No,No,No,No,No,No,None
0754-EEBDC,m,25,Yes,1,Yes,No,No,No,No,No,No,No,None
0754-UKWQP,m,63,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
0756-MPZRL,Male,35,NA,0,No,No,No,Yes,Yes,No,No,No,DSL
0757-WCUUZ,Male,29,Yes,3,NA,No,No,Yes,No,No,Yes,Yes,DSL 
0761-AETCS,F,58,No,0,No,No,No,No,No,No,No,No,None
0769-MURVM,Female,44,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
0771-CHWSK,M,56,No,0,NA,Yes,Yes,Yes,No,No,Yes,Yes,DSL 
0771-WLCLA,female,49,Yes,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber
0772-GYEQQ,male,33,No,0,No,No,No,Yes,Yes,Yes,No,No,Fiber
0774-IFUVM,M,19,Yes,2,Yes,Yes,No,No,No,Yes,No,No,DSL
0774-RMNUW,F,44,Yes,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable
0778-NELLA,Male,43,No,0,No,No,No,No,No,Yes,No,No,DSL 
0780-XNZFN,male,60,No,0,No,No,No,No,No,No,No,No,None
0781-LKXBR,male,65,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Fiber
0784-GTUUK,m,26,Yes,0,Yes,No,No,No,No,No,No,No,None
0784-ZQJZX,m,22,No,1,No,No,No,No,No,No,No,No,None
0786-IVLAW,Female,72,No,0,NA,No,Yes,Yes,No,Yes,Yes,No,Optic
0786-VSSUD,Male,68,No,0,No,No,Yes,No,No,Yes,No,No,DSL 
0787-LHDYT,m,36,No,0,NA,No,No,No,No,No,No,No,None
0788-DXBFY,m,54,Yes,0,Yes,No,No,No,No,No,No,No,None
0793-TWELN,female,27,No,0,No,Yes,No,No,No,No,No,No,Optic
0794-YVSGE,male,29,NA,1,Yes,No,No,No,No,No,No,No,None
0795-GMVQO,M,36,Yes,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
0795-LAFGP,Male,25,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
0795-XCCTE,Male,80,No,0,NA,No,No,No,No,No,No,No,None
0799-DDIHE,female,24,Yes,3,NA,No,No,No,No,No,No,No,cable
0804-XBFBV,F,49,No,1,No,No,No,No,No,No,No,No,DSL 
0804-YGEQV,Female,59,Yes,1,Yes,No,No,No,No,No,No,No,None
0807-ZABDG,F,43,No,2,NA,Yes,No,No,Yes,No,No,No,cable
0810-BDHAW,female,54,Yes,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL
0810-DHDBD,f,31,NA,0,No,Yes,No,Yes,Yes,Yes,No,No,Cable
0811-GSDTP,f,50,No,2,No,No,Yes,No,No,No,No,No,cable
0812-WUPTB,M,65,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
0813-TAXXS,male,48,No,0,No,No,No,Yes,No,Yes,Yes,Yes,DSL 
0815-MFZGM,Female,54,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Optic
0816-TSPHQ,M,35,No,0,No,No,No,No,No,No,No,No,None
0817-HSUSE,Male,26,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Cable
0818-OCPZO,m,80,No,0,No,No,Yes,No,No,No,No,No,Optic
0820-FNRNX,male,48,Yes,3,NA,No,Yes,Yes,Yes,No,No,No,DSL 
0822-GAVAP,f,19,No,0,NA,No,No,No,No,No,Yes,Yes,DSL 
0822-QGCXA,female,76,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
0823-HSCDJ,Male,76,No,0,No,No,Yes,No,No,Yes,Yes,Yes,DSL 
0824-VWDPO,F,58,No,0,No,Yes,Yes,No,No,No,Yes,Yes,Optic
0825-CPPQH,Female,26,Yes,0,Yes,No,No,No,No,No,No,No,None
0827-ITJPH,male,33,No,0,NA,No,No,No,No,No,No,No,None
0829-DDVLK,f,58,No,0,No,No,No,No,No,No,No,No,None
0829-XXPLX,female,48,No,0,No,Yes,No,Yes,No,Yes,No,No,Fiber
0831-JNISG,Male,52,Yes,2,Yes,No,No,No,No,No,No,No,None
0835-DUUIQ,Female,55,No,0,No,No,No,No,No,No,No,No,None
0835-JKADZ,Female,29,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
0836-SEYLU,m,64,Yes,0,Yes,No,No,No,Yes,Yes,No,No,DSL 
0839-JTCUD,f,31,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
0839-QNXME,female,35,No,0,No,No,No,No,No,No,No,No,None
0840-DCNZE,M,33,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
0840-DFEZH,f,63,No,0,NA,No,No,No,No,No,No,No,Optic
0841-NULXI,Male,38,No,0,No,No,No,No,No,No,Yes,Yes,DSL 
0842-IWYCP,F,19,No,0,NA,No,No,No,No,No,No,No,cable
0843-WTBXE,Male,38,No,0,No,No,No,No,No,Yes,No,No,Fiber
0847-HGRML,m,44,No,2,No,No,No,No,No,No,No,No,None
0848-SOMKO,male,23,No,0,No,Yes,No,Yes,Yes,No,Yes,Yes,DSL 
0848-ZGQIJ,f,56,Yes,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber
0851-DFJKB,Female,57,No,0,NA,Yes,No,Yes,Yes,No,No,No,DSL 
0853-NWIFK,Female,27,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber
0853-TWRVK,male,59,Yes,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
0854-UYHZD,f,21,Yes,3,Yes,No,No,No,No,No,No,No,None
0856-NAOES,Male,29,No,0,No,No,No,Yes,No,Yes,No,No,DSL
0859-YGKFW,M,56,Yes,3,Yes,No,No,No,No,No,No,No,None
0862-PRCBS,f,32,Yes,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber
0864-FVJNJ,female,63,Yes,1,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
0866-QLSIR,female,53,No,0,No,Yes,Yes,No,Yes,No,No,No,DSL
0867-LDTTC,m,51,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,cable
0867-MKZVY,F,26,Yes,1,Yes,Yes,No,No,No,No,No,Yes,Fiber Optic
0868-VJRDR,male,61,Yes,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
0869-PAPRP,F,68,Yes,0,NA,No,No,Yes,No,Yes,No,No,Optic
0870-VEMYL,F,34,No,0,No,Yes,No,No,Yes,No,No,No,Cable
0871-OPBXW,Female,57,No,0,No,No,No,No,No,No,No,No,None
0871-URUWO,Male,36,Yes,0,NA,No,No,Yes,No,Yes,Yes,Yes,Fiber
0872-CASZJ,m,30,Yes,0,Yes,Yes,No,No,Yes,No,Yes,Yes,cable
0872-JCPIB,male,47,No,0,No,Yes,No,No,No,No,Yes,Yes,DSL
0872-NXJYS,female,40,No,0,No,No,No,No,No,No,Yes,Yes,Fiber
0875-CABNR,Female,70,No,0,No,No,No,Yes,No,No,Yes,Yes,Optic
0876-WDUUZ,F,62,No,0,NA,No,No,No,Yes,No,Yes,Yes,Fiber Optic
0877-SDMBN,female,20,No,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Fiber
0880-FVFWF,m,32,No,0,No,Yes,Yes,No,No,No,No,No,Optic
0880-TKATG,male,21,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Optic
0883-EIBTI,f,23,No,0,No,No,No,No,No,No,No,No,None
0885-HMGPY,male,55,No,0,NA,Yes,Yes,Yes,Yes,No,No,No,Cable
0886-QGENL,Female,72,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Optic
0887-HJGAR,Male,57,No,0,No,No,No,No,No,No,No,No,DSL 
0887-WBJVH,Female,29,Yes,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber
0895-DQHEW,Male,47,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
0895-LMRSF,Male,34,No,0,No,No,No,No,No,Yes,Yes,Yes,Cable
0895-LNKRC,M,53,Yes,3,NA,No,No,No,No,No,No,No,None
0895-UADGO,m,46,No,0,NA,Yes,No,No,Yes,No,Yes,Yes,cable
0897-FEGMU,female,43,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber
0898-XCGTF,m,46,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,Optic
0899-LIIBW,male,21,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Optic
0899-WZRSD,M,31,No,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Fiber
0902-RFHOF,M,38,No,0,No,No,No,No,No,No,No,No,None
